year,ticker,N,delta,xmin,alpha,gamma (nlls),gamma (psd),phi exponent,beta exponent
2024,ANH,100,2,3.0,1.9203124999999996,0.4016989526418825,0.4266945529698325,0.7344007664957629,0.09947113239411463
2025,ANH,100,2,3.0,1.9570068359375004,0.3845195095071819,0.48003313286783733,0.7344007664957629,0.09947113239411463
2023,ANH,100,3,2.0,1.5505126953124986,0.725514978836063,0.4039193975690355,0.7240797482820296,0.12077070778839419
2024,ANH,100,3,2.0,1.5863281249999988,0.4016989526418825,0.4266945529698325,0.7240797482820296,0.12077070778839419
2025,ANH,100,3,2.0,1.603833007812499,0.3845195095071819,0.48003313286783733,0.7240797482820296,0.12077070778839419
2023,ANH,100,4,2.0,1.5631103515624991,0.725514978836063,0.4039193975690355,0.6940511960826732,0.11384077211324026
2024,ANH,100,4,2.0,1.5952636718749988,0.4016989526418825,0.4266945529698325,0.6940511960826732,0.11384077211324026
2025,ANH,100,4,2.0,1.6167236328124996,0.3845195095071819,0.48003313286783733,0.6940511960826732,0.11384077211324026
2023,ANH,500,2,3.0,1.9220703124999998,0.725514978836063,0.4039193975690355,0.6860765028837319,0.08397340913942719
2024,ANH,500,2,3.0,1.9747314453125,0.4016989526418825,0.4266945529698325,0.6860765028837319,0.08397340913942719
2025,ANH,500,2,2.0,1.5606933593749992,0.3845195095071819,0.48003313286783733,0.6860765028837319,0.08397340913942719
2023,ANH,500,3,2.0,1.6077880859374991,0.725514978836063,0.4039193975690355,0.6583928570444465,-0.06719845597869739
2024,ANH,500,3,2.0,1.6256591796874993,0.4016989526418825,0.4266945529698325,0.6583928570444465,-0.06719845597869739
2025,ANH,500,3,2.0,1.636572265624999,0.3845195095071819,0.48003313286783733,0.6583928570444465,-0.06719845597869739
2023,ANH,500,4,2.0,1.621044921874999,0.725514978836063,0.4039193975690355,0.6900543150058618,-0.14204903234115343
2024,ANH,500,4,2.0,1.6359863281249991,0.4016989526418825,0.4266945529698325,0.6900543150058618,-0.14204903234115343
2025,ANH,500,4,2.0,1.6518798828124996,0.3845195095071819,0.48003313286783733,0.6900543150058618,-0.14204903234115343
2023,ANH,1000,2,3.0,1.9815429687499995,0.725514978836063,0.4039193975690355,0.6996175729163652,0.049231327061707894
2024,ANH,1000,2,2.0,1.5582763671874984,0.4016989526418825,0.4266945529698325,0.6996175729163652,0.049231327061707894
2025,ANH,1000,2,2.0,1.5893310546874995,0.3845195095071819,0.48003313286783733,0.6996175729163652,0.049231327061707894
2023,ANH,1000,3,2.0,1.6121826171874991,0.725514978836063,0.4039193975690355,0.6587822953262141,-0.1429129104629455
2024,ANH,1000,3,2.0,1.6310791015624995,0.4016989526418825,0.4266945529698325,0.6587822953262141,-0.1429129104629455
2025,ANH,1000,3,2.0,1.6475585937499995,0.3845195095071819,0.48003313286783733,0.6587822953262141,-0.1429129104629455
2023,ANH,1000,4,2.0,1.6124755859374993,0.725514978836063,0.4039193975690355,0.6252439156970143,-0.25528619514678597
2024,ANH,1000,4,2.0,1.6356201171874991,0.4016989526418825,0.4266945529698325,0.6252439156970143,-0.25528619514678597
2025,ANH,1000,4,2.0,1.646679687499999,0.3845195095071819,0.48003313286783733,0.6252439156970143,-0.25528619514678597
2024,APF,100,2,2.0,1.1653673718683502,0.8788610886670045,0.5939506931344383,0.9793938818406316,-0.021803246754759312
2024,APF,500,2,3.0,1.3395266035714757,0.8788610886670045,0.5939506931344383,1.2027389357879905,-0.04620661889612677
2024,APF,1000,2,3.0,1.3326799697884497,0.8788610886670045,0.5939506931344383,0.9987996830212602,-0.026006444304267323
